gene_id,gene_symbol,fpkm_C42B0,fpkm_C42B25nM,fpkm_C42B50nM,tpm_C42B0,tpm_C42B25nM,tpm_C42B50nM,read_count_C42B0,read_count_C42B25nM,read_count_C42B50nM
148867,SLC30A7,5.55,3.27,3.03,10.28,6.18,5.6,728.99,473.28,428.62
148870,CCDC27,0.09,0.04,0.07,0.16,0.07,0.14,5,2,3
148930,KNCN,0,0.02,0.05,0,0.04,0.09,0,1,2
148932,MOB3C,2.47,3.5,4.27,4.57,6.62,7.89,130,179,212
148979,GLIS1,0.03,0.1,0.07,0.05,0.19,0.12,2,5,4
149013,NBPF12,1.99,2.16,2.07,3.69,4.08,3.82,210.33,217.28,200.15
149041,RC3H1,2.4,2.72,2.59,4.45,5.15,4.78,500.23,552.68,505.42
149069,DCDC2B,0.06,0.1,0,0.11,0.19,0,1.47,2,0
149076,ZNF362,5.95,9.15,9.61,11.01,17.31,17.74,361,538,547
149095,DCST1,1.43,0.52,0.41,2.65,0.98,0.76,59,21,16
149111,CNIH3,0.47,0.11,0.19,0.86,0.2,0.36,18,4,7
149175,MANEAL,9.11,5.92,6.29,16.86,11.19,11.62,412.93,275.98,277
149233,IL23R,0.04,0.13,0.09,0.08,0.25,0.16,2.27,6.85,4.35
149281,METTL11B,0,0.03,0,0,0.05,0,0,1,0
149297,FAM78B,0,0.01,0.02,0,0.02,0.04,0,1,1
149345,SHISA4,14.51,18.01,19.44,26.87,34.08,35.89,381,460,481
149371,EXOC8,3.5,5.14,4.1,6.48,9.73,7.57,335.48,479.47,370.63
149420,PDIK1L,1.7,1.78,1.38,3.14,3.37,2.54,141.29,141.17,112.57
149428,BNIPL,0.79,1.25,0.95,1.47,2.36,1.75,33.29,49.78,37.28
149461,CLDN19,0.09,0.3,0.25,0.17,0.57,0.47,4.81,18.34,13.31
149465,CFAP57,0.02,0.19,0.16,0.03,0.36,0.3,1,14.39,11
149466,C1orf210,19.17,18.87,20.47,35.51,35.69,37.8,500.12,482.41,500.79
149473,CCDC24,9.84,15.31,13.86,18.21,28.97,25.59,232,340,304
149478,BTBD19,0.06,0.39,0.27,0.11,0.74,0.51,2.93,17.22,13.11
149483,CCDC17,0.43,0.84,0.55,0.8,1.59,1.02,19,28.97,21.02
149563,SRARP,0.4,0.48,0.46,0.75,0.9,0.84,22.87,26.28,24.35
149603,RNF187,198.34,170.46,193.61,367.3,322.46,357.53,11557,9659,10633
149628,PYHIN1,0.04,0.08,0.08,0.07,0.16,0.15,1.04,4.05,2
149643,SPATA45,0.12,0.36,0.12,0.21,0.67,0.23,1,3,1
149647,FAM71A,0,0.02,0,0,0.05,0,0,1,0
149685,ADIG,0,0.23,0,0,0.43,0,0,3,0
149708,WFDC5,0,0.06,0,0,0.11,0,0,1,0
149840,SHLD1,4.13,4.4,4,7.64,8.33,7.38,64.36,78.47,71.43
149951,COMMD7,45.1,58.29,55.54,83.51,110.28,102.57,1168,1471,1336
149954,BPIFB4,0,0,0.03,0,0,0.05,0,0,1
149986,LSM14B,24.52,28.64,27.42,45.41,54.18,50.64,1205,1364.99,1285
149998,LIPI,0.04,0,0,0.07,0,0,1,0,0
150051,LOC150051,0.67,1.17,0.93,1.24,2.22,1.71,10,17,13
150082,LCA5L,0.28,0.6,0.39,0.53,1.14,0.72,12,27,18
150084,IGSF5,2.01,3.63,3.32,3.72,6.86,6.14,77,135,120
150094,SIK1,0,0.22,0,0,0.41,0,0,18.77,0
150159,SLC9B1,0.04,0.1,0.04,0.08,0.18,0.08,1.29,3.21,1.31
150160,CCT8L2,0,0,0.03,0,0,0.05,0,0,1
150165,XKR3,0,0.07,0.07,0,0.12,0.13,0,2,2
150209,AIFM3,0.12,0.6,0.35,0.22,1.14,0.64,5,25,14
150223,YDJC,124.52,121.69,121.77,230.59,230.2,224.86,2822,2674,2611
150248,C22orf15,0.49,0.86,0.34,0.92,1.62,0.64,14,21,8
150274,HSCB,11.38,7.87,8.19,21.07,14.88,15.13,192.68,119.86,119.67
150275,CCDC117,18.52,19.24,16.7,34.3,36.4,30.84,1348.24,1374.68,1155.67
150290,DUSP18,1.07,2.33,2.58,1.98,4.42,4.77,75.62,163.76,180.24
150297,C22orf42,0,0.08,0.08,0,0.15,0.16,0,2,2
150350,ENTHD1,0.08,0.06,0,0.15,0.11,0,3.41,2.33,0
150353,DNAJB7,0.24,0.19,0.19,0.45,0.35,0.34,11.64,8.65,8.36
150356,CHADL,0.18,0.27,0.43,0.33,0.51,0.79,8.34,12.46,18.99
150365,MEI1,0.11,0.05,0.18,0.21,0.09,0.33,8,3,9
150368,PHETA2,0.14,0.24,0.22,0.26,0.45,0.41,6,10,9
150372,NFAM1,0.05,0.32,0.49,0.08,0.6,0.91,4.74,35.14,52.24
150379,PNPLA5,0,0.02,0.03,0,0.03,0.05,0,0.66,1
150383,CDPF1,9.48,7.78,6.84,17.56,14.71,12.63,293,222,191
150465,TTL,9.28,7.79,7.21,17.19,14.74,13.32,912.67,750.55,673.71
150468,CKAP2L,4.97,3.63,3.65,9.2,6.86,6.73,434.81,308.72,304.99
150472,CBWD2,21.52,19.68,19.07,39.85,37.22,35.21,852.51,767.6,701.68
150483,TEKT4,1.84,1.66,1.56,3.4,3.14,2.89,63.39,54.54,48.1
150590,C2orf15,3.24,1.53,0.92,5.99,2.9,1.69,91.56,42.66,24.41
150677,OTOS,0.04,0.1,0,0.08,0.2,0,1,1,0
150678,COPS9,76.34,90.52,80.14,141.36,171.23,147.99,544,619,537
150681,OR6B3,0.03,0.11,0,0.05,0.22,0,1,2,0
150684,COMMD1,19.19,17.21,16.86,35.54,32.56,31.13,271.66,238.98,251.99
150696,PROM2,18.26,21.54,22.05,33.81,40.76,40.73,1499.51,1715.95,1670.19
150709,ANKAR,0.24,0.38,0.18,0.45,0.71,0.33,18,27,13
150726,FBXO41,6.04,4.86,5.4,11.18,9.19,9.98,741,600.54,629.81
150737,TTC30B,2.4,3.19,2.7,4.45,6.04,4.98,171.05,220.92,180.99
150763,GPAT2,0.11,0.59,0.41,0.2,1.12,0.75,4.41,26.52,18.59
150771,ITPRIPL1,0.08,0.12,0.12,0.16,0.22,0.22,6.57,8.82,8.75
150786,RAB6D,0.81,1.31,1.31,1.51,2.48,2.41,56.13,87.98,84.88
150864,FAM117B,2.61,1.48,1.72,4.83,2.8,3.18,293.66,162.09,182.99
150921,TCF23,0.22,0.3,0.4,0.41,0.56,0.73,20.12,26.44,34.42
150946,GAREM2,1.14,2.29,2.89,2.12,4.34,5.34,87.07,170.85,211.35
150962,PUS10,1.11,1.59,1.44,2.06,3.01,2.66,95,145,126
151011,SEPTIN10,7.52,8.62,7.51,13.92,16.3,13.87,436,497,422
151050,KANSL1L,2,9.1,9.11,3.7,17.22,16.82,147.91,683.27,672.7
151056,PLB1,0.05,0.39,0.4,0.1,0.73,0.74,5,33,32
151126,ZNF385B,9.51,7.68,6.77,17.61,14.54,12.51,599.81,470.38,402
151176,ERFE,1.66,1.84,2.48,3.07,3.47,4.57,91,98,128
151188,ARL6IP6,5.15,2.56,1.99,9.53,4.84,3.68,315,154,117
151194,METTL21A,25.01,24.98,23.25,46.31,47.25,42.93,1503.58,1715.37,1593.46
151195,CCNYL1,9.66,8.89,8.61,17.9,16.82,15.89,689.99,614.21,579.72
151230,KLHL23,7.36,3.33,1.62,13.63,6.29,2.99,563.48,247.54,116.85
151242,PPP1R1C,0,0.43,0.32,0,0.81,0.58,0,7,5
151246,SGO2,5.79,3.93,4.53,10.72,7.44,8.36,463.1,303.01,328
151254,C2CD6,0,0.04,0.02,0,0.07,0.03,0,1,1
151258,SLC38A11,0.03,0,0,0.06,0,0,1,0,0
151295,SLC23A3,0.03,0,0.07,0.05,0,0.14,1,0,3
151306,GPBAR1,0.2,0.35,0.33,0.37,0.66,0.62,5,9,8
151313,FAHD2B,7.04,9.96,10.04,13.03,18.84,18.54,189.31,269.65,261.55
151354,LRATD1,0.42,2.16,2.74,0.77,4.09,5.05,50,254,309
151393,RMDN2,0.89,1.49,1.62,1.64,2.82,3,29.05,45.98,51
151449,GDF7,0.01,0,0.01,0.01,0,0.02,1,0,2
151473,SLC16A14,8.3,4.97,5.61,15.37,9.39,10.36,665,377.23,397
151516,ASPRV1,0.52,0.38,0.26,0.96,0.72,0.48,21,15,10
151525,WDSUB1,2.24,4.97,5.04,4.14,9.41,9.31,73.53,164.77,155.4
151531,UPP2,0.07,0,0.02,0.12,0,0.04,3,0,1
151556,GPR155,0.81,1.65,1.37,1.49,3.12,2.53,112.3,207,175.96
151613,TTC14,4.94,6.34,4.83,9.15,11.99,8.91,279,335,254
151636,DTX3L,6.01,6.55,7.24,11.14,12.38,13.37,653.07,691.31,741.09
151647,TAFA4,2.26,2.26,2.28,4.18,4.28,4.22,92,88,89
151648,SGO1,6.01,2.46,2.36,11.12,4.65,4.35,289.19,124.24,115.98
151649,PP2D1,0.05,0.05,0,0.09,0.1,0,2,2,0
151651,EFHB,0.09,0.19,0.26,0.17,0.35,0.49,4,7.97,11.06
151742,PPM1L,0.52,0.5,0.34,0.96,0.94,0.62,95.7,87.3,51.4
151827,LRRC34,0.27,0.27,0.2,0.49,0.51,0.36,22.28,21.88,15.52
151835,CPNE9,0.03,0,0.19,0.06,0,0.35,1,0,6
151871,DPPA2,0,0.14,0.05,0,0.26,0.09,0,3,1
151887,CCDC80,0.06,0.18,0.27,0.1,0.35,0.5,12.9,41.53,59.38
151888,BTLA,0.02,0.01,0,0.03,0.02,0,1,1,0
151903,CCDC12,30.54,35.62,35.37,56.56,67.39,65.32,494.55,564.43,543.06
151963,MB21D2,0.16,0.34,0.35,0.29,0.65,0.65,9,19,19
151987,PPP4R2,17.12,19.07,15.61,31.7,36.08,28.83,1582,1711,1344.58
152002,XXYLT1,9.45,6.26,5.98,17.5,11.85,11.04,476.43,326.27,296.61
152006,RNF38,6.58,7.55,7.26,12.18,14.28,13.41,604,676,635
152007,GLIPR2,9.37,12.96,14.45,17.35,24.52,26.68,327,442,475
152015,ROPN1B,0.06,0.11,0,0.12,0.21,0,1,2,0
152065,C3orf22,0,0,0.01,0,0,0.02,0,0,1
152098,ZCWPW2,0.16,0.14,0.18,0.29,0.27,0.33,9.44,8.38,10.6
152100,CMC1,20.44,19.76,19.26,37.84,37.37,35.56,389.48,375.29,361.23
152110,NEK10,0.12,0.28,0.29,0.22,0.54,0.54,16.57,29.88,21.94
152137,CCDC50,10.64,12.47,11.06,19.7,23.59,20.42,1037.66,1127.57,980.21
152185,SPICE1,2.29,2,1.85,4.23,3.79,3.41,226.06,195.1,173.35
152189,CMTM8,13.64,10.43,8.29,25.26,19.73,15.3,285,214,166.85
152206,CCDC13,0.14,0.11,0.13,0.26,0.2,0.24,4,10,10
152217,NCBP2AS2,68,72.3,72.63,125.93,136.78,134.11,1060,1096,1067
152273,FGD5,0.06,0.05,0.04,0.1,0.09,0.07,6,5,4
152330,CNTN4,0.02,0.05,0.11,0.03,0.09,0.2,1.71,6.62,11.02
152404,IGSF11,0,0.27,0.13,0,0.52,0.24,0,10.25,7.96
152405,TEX55,0.03,0.03,0,0.06,0.06,0,1,1,0
152485,ZNF827,2.94,2.69,2.5,5.44,5.08,4.62,385.21,313.24,295.9
152503,SH3D19,9.42,6.8,6.37,17.44,12.86,11.75,873.09,608.56,567.21
152518,NFXL1,4.38,3.51,2.49,8.11,6.63,4.6,309,239,166
152519,NIPAL1,0.62,0.77,0.65,1.15,1.46,1.2,61.93,74.79,60.52
152559,PAQR3,5.23,7.39,6.57,9.68,13.98,12.13,279.49,359.01,309.22
152573,SHISA3,0.44,0.24,0.22,0.82,0.45,0.41,19,10,9
152579,SCFD2,7.08,2.86,2.62,13.11,5.41,4.84,421,129,119
152586,MGAT4D,0.02,0,0,0.05,0,0,1,0,0
152687,ZNF595,14.46,8.71,7.54,26.78,16.47,13.93,812.59,479.97,408.56
152789,JAKMIP1,2.09,1.27,0.72,3.86,2.4,1.34,90,57,32
152815,THAP6,3.87,4.58,4.31,7.16,8.67,7.95,254.25,298.27,258.43
152816,ODAPH,0.28,0.21,0.12,0.51,0.39,0.22,8.86,6.52,3.61
152831,KLB,0.96,2.29,2.23,1.77,4.32,4.11,108.04,251.26,237.07
152877,FAM53A,2.4,1.62,1.75,4.45,3.06,3.24,122.12,78.1,83.02
152926,PPM1K,5.2,6.47,5.12,9.64,12.24,9.45,590.5,702.95,557.64
152940,C4orf45,0,0.03,0,0,0.06,0,0,0.99,0
152992,TRMT44,1.83,1.42,1.52,3.39,2.69,2.8,100,75,77
153020,RASGEF1B,0.04,0.1,0.08,0.07,0.19,0.16,2,5,4
153090,DAB2IP,5.85,6.57,6.29,10.83,12.42,11.61,713,777,719
153129,SLC38A9,7.52,7.78,5.5,13.93,14.72,10.15,329,308,220
153201,SLC36A2,0.25,0.32,0.26,0.47,0.6,0.48,15.99,19.7,15.53
153218,SPINK13,0,0.28,0,0,0.54,0,0,3,0
153222,CREBRF,0.71,1.94,1.9,1.31,3.66,3.51,87.33,247.85,218.27
153241,CEP120,2.95,5.1,4.78,5.46,9.65,8.82,271.89,431.7,396.12
153328,SLC25A48,2.04,0.81,0.63,3.78,1.52,1.16,60,28,24
153339,TMEM167A,22.58,25.94,22.42,41.81,49.07,41.4,1920,2145,1797
153364,MBLAC2,10.76,6.19,4.99,19.93,11.7,9.21,864,483,377.33
153396,TMEM161B,10.8,10.35,7.93,20,19.57,14.64,522.88,501.64,381.63
153443,SRFBP1,4.83,5.2,4.7,8.94,9.84,8.67,231.48,243.72,210.91
153478,PLEKHG4B,0.13,0.19,0.17,0.24,0.36,0.32,21.2,28.06,24.45
153527,ZMAT2,45.31,60.46,55.81,83.9,114.38,103.06,1286,1669,1493
153562,MARVELD2,8.49,12.17,11.93,15.73,23.02,22.02,694.99,969.34,917.99
153571,C5orf38,13.82,9.69,13.18,25.59,18.34,24.34,305,182,213
153572,IRX2,3.37,4.65,5.3,6.25,8.8,9.79,186.59,248.18,269.18
153579,BTNL9,2.27,2.32,2.22,4.2,4.39,4.11,136,131,119
153642,ARSK,1.75,1.61,0.81,3.24,3.04,1.5,109.67,98.18,48.16
153643,FAM81B,0.05,0.95,1.35,0.09,1.8,2.5,1,26,34
153657,TTC23L,0.47,0.5,0.47,0.87,0.95,0.87,20.26,21.71,19.29
153733,CCDC112,20.73,13.51,14.83,38.38,25.56,27.38,907,577,613
153768,PRELID2,0.06,0.06,0.12,0.11,0.11,0.22,5.95,5.81,11.03
153769,SH3RF2,0.03,0.14,0.12,0.05,0.26,0.21,2.79,11.51,11.83
153770,PLAC8L1,0.17,0,0.04,0.31,0,0.08,4,0,1
153830,RNF145,6.51,6.52,5.48,12.06,12.33,10.13,426,429,350
154007,SNRNP48,16.82,12.77,11.72,31.14,24.16,21.65,1279.97,952.01,840
154043,CNKSR3,3.84,1.82,1.91,7.12,3.45,3.52,322.58,161.74,169.09
154064,RAET1L,0.06,0.74,1.25,0.12,1.41,2.31,1.58,17.83,29.07
154075,SAMD3,0.05,0,0,0.09,0,0,2,0,0
154091,SLC2A12,1.87,3.84,3.03,3.46,7.27,5.6,185.09,343.15,296.84
154141,MBOAT1,0.48,0.51,0.56,0.89,0.96,1.03,27.69,23.02,25.27
154197,PNLDC1,0.06,0.03,0.04,0.12,0.06,0.07,2,1,1
154214,RNF217,0.37,0.55,0.59,0.69,1.03,1.09,22,25.03,25
154215,NKAIN2,0.03,0.04,0.04,0.06,0.07,0.07,2,2,2
154313,CFAP206,0.02,0.08,0.1,0.05,0.14,0.19,1,3,4
154467,CCDC167,87.92,71.35,69.45,162.81,134.98,128.25,873,689,650
154661,RUNDC3B,0.21,0.28,0.25,0.39,0.53,0.47,15.34,20,17.01
154664,ABCA13,0.04,0.05,0.04,0.07,0.1,0.07,12.08,16.29,11.15
154743,BMT2,2.9,3.61,2.87,5.36,6.82,5.3,214,259,200
154790,CLEC2L,0.13,0.23,0.51,0.24,0.43,0.95,3,5,11
154791,FMC1,27.63,34.78,36.27,51.16,65.79,66.97,506.21,619.67,626.3
154796,AMOT,1.31,2.88,2.92,2.43,5.44,5.4,173,354,362
154807,VKORC1L1,17.2,9.93,9.66,31.85,18.78,17.84,1967.57,1098.81,1026.81
154810,AMOTL1,0.12,0.07,0.14,0.21,0.13,0.25,13,11,21
154865,IQUB,0.09,0.46,0.26,0.17,0.86,0.48,4.38,24.81,12.95
154881,KCTD7,1.37,2.47,2.05,2.53,4.67,3.78,130,228.01,179.07
155006,TMEM213,0.23,0.28,0.27,0.42,0.53,0.5,18.84,22.51,20.4
155038,GIMAP8,0.02,0.03,0,0.03,0.05,0,1,2,0
155054,ZNF425,1.15,1.26,1.21,2.12,2.38,2.23,68.6,73.01,68.03
155061,ZNF746,13.84,21.15,22.1,25.63,40.02,40.81,1001.95,1487.55,1503.29
155066,ATP6V0E2,217.94,210.74,223.17,403.59,398.67,412.1,7794,7304,7498
155184,SLC2A7,0.04,0.39,0.23,0.07,0.75,0.42,1,11,6
155185,AMZ1,0.05,0.03,0.09,0.09,0.06,0.17,2,5.34,4.06
155368,METTL27,20.34,35.59,40.72,37.67,67.32,75.19,342,585,647
155382,VPS37D,3.26,5.87,5.13,6.03,11.1,9.47,97,170,144
155435,RBM33,3.9,3.81,3.35,7.22,7.21,6.18,758,719,615
157285,PRAG1,3.9,10.25,11.81,7.22,19.4,21.81,355,908,1015
157310,PEBP4,2.86,10.8,11.88,5.29,20.43,21.93,49,175,186
157313,CDCA2,9.2,6.2,5.56,17.04,11.73,10.26,770,542,491
157378,TMEM65,6.7,9.93,7.45,12.42,18.79,13.77,542,781,568
157506,RDH10,2.11,3.57,2.95,3.9,6.76,5.45,156.27,258.04,206.56
157567,ANKRD46,6.36,9.22,7.55,11.78,17.44,13.95,314.55,447.01,347
157570,ESCO2,6.75,3.51,3.64,12.5,6.65,6.72,474.99,234.18,241.34
157574,FBXO16,5.51,5.82,6.16,10.21,11.02,11.38,127,131,134
157638,LRATD2,16.44,14.45,13.11,30.44,27.33,24.22,1641.94,1403.84,1241.35
157657,C8orf37,1.84,1.99,1.9,3.41,3.77,3.51,115.03,120.95,111.53
157680,VPS13B,2.14,1.68,2.38,3.96,3.18,4.39,567,307.2,284.01
157695,TDRP,7.41,10.56,10.38,13.71,19.97,19.16,448,646,558
157697,ERICH1,9.49,11.42,11.14,17.57,21.6,20.57,376.56,499.44,484
157724,SLC7A13,0.03,0.24,0.06,0.05,0.45,0.11,1,8,2
157753,TMEM74,0.11,0.14,0.1,0.2,0.26,0.18,13,16,11
157769,FAM91A1,14.3,15.93,11.93,26.48,30.13,22.03,1436,1599,1157
157773,C8orf48,0.58,1.22,0.77,1.07,2.32,1.43,15,31,19
157777,MCMDC2,4.7,4.4,3.85,8.7,8.32,7.11,420.01,397.51,346.57
157807,CLVS1,0.02,0.02,0.04,0.03,0.03,0.07,1.09,1.07,2.17
157855,KCNU1,0,0.25,0.32,0,0.47,0.59,0,16,20
157869,SBSPON,0.25,0.58,0.88,0.46,1.1,1.63,23.36,48.57,41.33
157922,CAMSAP1,10.36,8.38,8.31,19.19,15.84,15.35,1442,1135,1089
158038,LINGO2,0,0.01,0,0.01,0.02,0.01,1.16,2.47,1.01
158046,NXNL2,0.42,1.34,0.99,0.77,2.54,1.83,9.96,28.81,21.64
158055,C9orf163,1.01,0.52,0.32,1.86,0.99,0.6,57.53,29.15,17.46
158056,MAMDC4,1.32,1.06,0.94,2.44,2,1.73,91,71,61
158067,AK8,0.53,0.19,0.28,0.98,0.37,0.52,14,5,8
158135,TTLL11,2.05,2.05,1.9,3.79,3.87,3.52,122,87,77
158158,RASEF,11.52,9.48,8.61,21.34,17.93,15.9,1223.08,987.77,860.54
158219,TTC39B,2.73,0.82,0.94,5.06,1.56,1.74,284.07,81.44,74.59
158234,TRMT10B,5.19,5.66,4.69,9.61,10.7,8.66,267,343.17,286.93
158248,TTC16,0.29,0.32,0.4,0.55,0.61,0.74,15,15.02,19.08
158293,FAM120AOS,23.15,22.81,20.27,42.87,43.15,37.43,2194.42,2097.64,1804.05
158297,SAXO1,0.65,1.02,1.18,1.21,1.94,2.18,23.32,35.53,39.8
158326,FREM1,0.01,0.01,0.03,0.01,0.01,0.06,1,0.99,3
158358,KIAA2026,2.83,3.18,3.26,5.24,6.02,6.02,340.99,370.15,370.01
158376,SPAAR,0.07,0.21,0.11,0.13,0.4,0.2,2,6,3
158399,ZNF483,2.43,1.71,1.38,4.49,3.23,2.55,168.15,182.15,150.03
158401,SHOC1,0.01,0.03,0.01,0.02,0.06,0.02,1,3,1
158405,KIAA1958,2.53,1.49,1.38,4.68,2.82,2.55,517.34,323.1,294.33
158427,TSTD2,4.6,8.23,8.09,8.52,15.57,14.93,355.35,617.88,588.5
158431,ZNF782,1.08,1.85,1.7,2.01,3.49,3.15,88,142,127
158471,PRUNE2,139.97,72.79,61.4,259.19,137.69,113.38,18385,8877,6927
158511,CSAG1,92.54,94.68,110.05,171.37,179.12,203.22,1048.88,1043.74,1175.89
158521,FMR1NB,0.22,0.34,0.35,0.41,0.64,0.64,4,6,6
158584,FAAH2,4.29,3.36,3.46,7.95,6.36,6.39,130.28,96.76,83.69
158586,ZXDB,3.11,4.65,5.11,5.76,8.8,9.43,330.37,480.16,511.04
158724,FAM47A,0,0.02,0,0,0.04,0,0,1,0
158747,MOSPD2,3.76,3.17,3.07,6.96,5.99,5.67,280,237,227
158787,RIBC1,2.91,6.22,6.12,5.4,11.76,11.3,68,159,149
158809,MAGEB6,0,0.31,0.09,0,0.59,0.16,0,11,3
158830,CXorf65,0,0,0.05,0,0,0.09,0,0,1.33
158835,AWAT2,0.05,0.1,0.03,0.09,0.2,0.05,2,4,1
158866,ZDHHC15,0.33,1.47,0.96,0.61,2.78,1.76,10.95,35.85,19.6
158880,USP51,0.32,0.39,0.23,0.6,0.74,0.42,29,34,19
158931,TCEAL6,0,0,0.06,0,0,0.11,0,0,3.35
158983,H2BW1,0.06,0.45,0.33,0.12,0.85,0.61,1,7,5
159013,CXorf38,4.41,5.23,4.88,8.17,9.9,9,323.81,398.44,367.72
159090,FAM122B,9.6,10.01,8.52,17.79,18.93,15.73,657,673.96,539
159091,FAM122C,2.16,2.01,1.79,4,3.8,3.31,83.49,74.18,59.8
159195,USP54,41.67,89.13,102.45,77.17,168.61,189.18,5082.57,10522.91,11637.91
159371,SLC35G1,4.95,5.48,4.68,9.17,10.36,8.64,320,344,285
159686,CFAP58,0.08,0.14,0.19,0.15,0.26,0.35,5,8,11
159963,SLC5A12,0,0.01,0,0,0.02,0,0,1,0
159989,DEUP1,0.26,1.12,1.22,0.48,2.11,2.25,9,51,55
160140,C11orf65,0.88,2.41,2.55,1.64,4.56,4.7,16,40,39.98
160287,LDHAL6A,0.27,0.41,0.34,0.5,0.78,0.62,8.92,13.98,11.01
160298,C11orf42,0.14,0.17,0.11,0.25,0.33,0.2,12,14.84,9
160335,TMTC2,8.02,7.5,6.38,14.84,14.19,11.79,784.04,715.45,593.07
160418,TMTC3,2.87,3.24,2.38,5.32,6.13,4.4,380,414,299
160419,C12orf50,2.32,2.33,2.75,4.31,4.41,5.07,169.06,164.89,188.13
160428,ALDH1L2,0.29,0.13,0.14,0.53,0.25,0.27,38.56,17.33,18.25
160492,LMNTD1,0.08,0.14,0.11,0.15,0.26,0.2,3.68,6.18,5.2
160518,DENND5B,1.92,2.95,3.13,3.56,5.58,5.78,206.5,217.04,209.04
160622,TAMALIN,0.32,0.36,0.23,0.58,0.67,0.43,12,14,8
160728,SLC5A8,0,0.01,0,0,0.02,0,0,0.59,0
160760,PPTC7,7.04,7.07,5.17,13.04,13.37,9.55,657.77,620.48,449.41
160762,CCDC63,0,0.07,0.07,0,0.12,0.13,0,2,2
160777,CCDC60,0.58,2.18,2.16,1.08,4.12,3.99,22,83,83
160851,DGKH,1.64,1.04,1.04,3.04,1.96,1.92,536.83,331.26,318.73
160857,CCDC122,3.57,5.59,5.42,6.62,10.57,10.01,126.16,197.65,183.8
160897,GPR180,2.9,2.89,2.51,5.38,5.46,4.64,487,471,397
161142,FAM71D,0,0.1,0.04,0,0.18,0.08,0,3,2.14
161145,TMEM229B,0.8,0.76,0.55,1.47,1.44,1.02,58,54,39
161176,SYNE3,1.6,1.41,1.4,2.97,2.67,2.59,194.08,180.85,183.85
161247,FITM1,0.5,0.34,0.59,0.92,0.64,1.08,9,6,10
161253,REM2,0.64,0.96,1.17,1.19,1.81,2.17,22,33,38
161291,TMEM30B,0.01,0,0,0.02,0,0,1,0,0
161357,MDGA2,0.06,0.14,0.14,0.11,0.26,0.26,7,15,14
161394,SAMD15,1.75,2.53,2.88,3.25,4.79,5.33,69,97,107
161424,NOP9,11.61,10.36,10.28,21.49,19.59,18.99,1239.5,1100.27,1050.02
161436,EML5,0.36,0.47,0.45,0.67,0.89,0.83,66.08,84.15,76.36
161497,STRC,0.13,0.36,0.37,0.23,0.67,0.68,13,36,36
161502,CFAP161,0.07,0.03,0,0.12,0.07,0,2,1,0
161582,DNAAF4,5,5.47,5.3,9.25,10.34,9.78,168.51,177.92,166.65
161725,OTUD7A,0.24,0.27,0.34,0.44,0.51,0.63,10,10,13
161742,SPRED1,1.38,1.43,0.92,2.55,2.7,1.7,200.2,201.67,128.39
161753,ODF3L1,0,0.2,0.26,0,0.38,0.48,0,4,5
161779,PGBD4,1.42,1.66,1.76,2.63,3.13,3.25,176.8,200.39,206.19
161823,ADAL,8.5,6.24,6,15.75,11.81,11.08,430.94,331.9,273.04
161829,EXD1,0.36,0.27,0.35,0.66,0.52,0.65,21.67,16.38,20.09
161835,FSIP1,0.3,0.77,0.73,0.56,1.45,1.34,17.6,36,35.03
161882,ZFPM1,11.64,14.73,14.02,21.56,27.87,25.89,734,868,790
161931,ADAD2,0.03,0.08,0.05,0.05,0.16,0.09,1,3,2
162073,ITPRIPL2,1.58,1.95,1.87,2.93,3.69,3.46,229.82,275.35,256.32
162239,ZFP1,3.62,7.15,6.67,6.71,13.53,12.32,222.84,434,406
162282,ANKFN1,0.02,0.02,0.07,0.03,0.05,0.13,3,4.08,6.08
162333,MARCHF10,0.02,0.05,0.05,0.04,0.09,0.1,1,3,3
162394,SLFN5,2.47,2.9,3.43,4.58,5.49,6.33,492.49,562.36,644.5
162417,NAGS,0.3,0.46,0.25,0.55,0.86,0.47,11,17,9
162427,RETREG3,9.56,17.14,17.22,17.7,32.42,31.8,663,1144.97,1110.73
162461,TMEM92,4.77,6.95,8.26,8.83,13.15,15.25,132,180,206
162466,PHOSPHO1,1.66,2.34,1.74,3.07,4.43,3.21,65,89,66
162494,RHBDL3,0.08,0.05,0.04,0.15,0.09,0.07,7.45,4.2,3.08
162514,TRPV3,0.83,1.05,0.7,1.54,1.99,1.29,93,114,73.62
162515,SLC16A11,0.06,0,0,0.11,0,0,2,0,0
162655,ZNF519,0.4,0.2,0.2,0.74,0.38,0.36,50.71,24.58,23.45
162681,C18orf54,0.98,0.49,0.43,1.81,0.92,0.79,107,51,44
162962,ZNF836,1.04,1.46,1.15,1.93,2.76,2.13,79.17,106.53,81.62
162963,ZNF610,0.84,1.67,2.1,1.55,3.16,3.88,40.91,75.82,91.4
162966,ZNF600,2.14,2.85,2.71,3.97,5.39,5.01,126.18,173.68,157.28
162967,ZNF320,6.46,6.2,5.55,11.97,11.73,10.25,716.17,689.55,597.02
162968,ZNF497,3,2.14,2.1,5.56,4.05,3.87,192.23,132.13,126.4
162972,ZNF550,1.9,2.89,2.05,3.52,5.47,3.79,146.7,220.05,146.81
162979,ZNF296,3.15,4.85,6.34,5.84,9.18,11.72,94.84,142,179.94
162989,DEDD2,8.41,9.36,10.39,15.57,17.7,19.19,301,322,347
162993,ZNF846,0.56,0.47,0.28,1.04,0.88,0.51,20,18,10
